laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
287,HP,OMEN Gaming 16-am0335TX,Gaming,16,WQXGA 2560x1600,Intel Core i7 14650HX,16GB,1TB SSD,Nvidia RTX 5050 Graphics,Windows 11,2.39kg,209000
288,Asus,TUF Gaming A16 FA608UH,Gaming,16,FHD 1920x1080,AMD Ryzen 7 260,16GB,512GB SSD,Nvidia RTX 5050 Graphics,Windows 11,2.20kg,215000
289,Apple,MacBook Air (Early 2026),Notebook,13.6,Retina 2560x1600,Apple M5,16GB,1TB SSD,Apple 10-Core GPU,macOS,1.24kg,217000
290,MSI,Katana 15 HX B14WEK 14th Gen,Gaming,15.6,QHD 2560x1440,Intel Core i9 14900HX,16GB,512GB SSD,Nvidia RTX 5050 Graphics,Windows 11,1.98kg,220000
291,Microsoft,Surface Pro Copilot+ PC 11th Edition (Wi-Fi),Ultrabook,13,2880x1920,Snapdragon X Elite,16GB,1TB SSD,Qualcomm Adreno Graphics,Windows 11,0.88kg,225000
292,Microsoft,Surface Pro Copilot+ PC 11th Edition (Wi-Fi),2 in 1 Convertible,13,2880x1920,Snapdragon X Plus,16GB,1TB SSD,Qualcomm Adreno Graphics,Windows 11,0.88kg,225000
293,HP,OmniBook Ultra Flip x360 14-fh0103TU AI Series 2,2 in 1 Convertible,14,Touchscreen,Intel Core Ultra 7 256V,16GB,1TB SSD,Intel Arc 140V Graphics,Windows 11,1.3kg,229000
294,Microsoft,Surface Laptop 7 Copilot+ PC 7th Edition,Ultrabook,13.8,Touchscreen,Snapdragon X Elite,32GB,1TB SSD,Qualcomm Adreno Graphics,Windows 11,1.34kg,229000
295,MSI,Katana 15 HX B14WGK,Gaming,15.6,QHD 2560x1440,Intel Core i7 14650HX,16GB,512GB SSD,Nvidia RTX 5070 Graphics,Windows 11,1.98kg,231900
296,Asus,ProArt StudioBook 16 H5600QM,Notebook,16,OLED 4K 3840x2160,AMD Ryzen 7 5800H,16GB,1TB SSD,Nvidia RTX 3060 Graphics,Windows 11,1.80kg,232000
297,Asus,TUF Gaming F16 FX608JHI,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,16GB,1TB SSD,Nvidia RTX 5050 Graphics,Windows 11,2.20kg,232000
298,Lenovo,Legion Pro 5 16ADR10,Gaming,16,OLED WQXGA 2560x1600,AMD Ryzen 7 8745HX,32GB,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,Windows 11,2.43kg,235000
299,Lenovo,Legion Pro 5 16ADR10,Gaming,16,OLED WQXGA 2560x1600,AMD Ryzen 7 8745HX,24GB,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,Windows 11,2.43kg,240000
300,Microsoft,Surface Pro for Business Copilot+ PC 11th Edition (Wi-Fi),Ultrabook,13,OLED Touchscreen,Snapdragon X Elite,32GB,1TB SSD,Qualcomm Adreno Graphics,Windows 11,0.88kg,245000
301,Lenovo,Legion 5 Gaming 15IRX10 14th Gen,Gaming,15.1,OLED WQXGA 2560x1600,Intel Core i7 14700HX,24GB,512GB SSD,Nvidia RTX 5070 Graphics,Windows 11,1.90kg,248500
302,Asus,ZenBook Pro Duo 14 OLED UX8402ZE,Notebook,14.5,OLED Touchscreen,Intel Core i7 12700H,16GB,512GB SSD,Nvidia RTX 3050 Ti Graphics,Windows 11,2.05kg,250000
303,Asus,ROG Strix G16 G614PH,Gaming,16,QHD 2560x1440,AMD Ryzen 9 8940HX,16GB,512GB SSD,Nvidia RTX 5050 Graphics,Windows 11,2.20kg,250000
304,Asus,TUF Gaming F16 FX608JMI,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,16GB,1TB SSD,Nvidia RTX 5060 Graphics,Windows 11,2.20kg,257000
305,Asus,ProArt StudioBook 16 H5600QM,Notebook,16,OLED 4K 3840x2160,AMD Ryzen 9 5900HX,32GB,1TB SSD,Nvidia RTX 3060 Graphics,Windows 11,1.80kg,258000
306,Asus,TUF Gaming F16 FX608JMR 14th Gen,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,16GB,1TB SSD,Nvidia RTX 5060 Graphics,Windows 11,2.20kg,260000
307,Asus,Zenbook S 16 UM5606GA,Notebook,16,OLED,AMD Ryzen AI 7 445,32GB,1TB SSD,AMD Radeon 840M Graphics,Windows 11,1.50kg,267000
308,Apple,MacBook Pro (Late 2025),Notebook,14.2,Retina 2560x1600,Apple M5,16GB,1TB SSD,Apple 10-core GPU,macOS,1.55kg,268000
309,Apple,MacBook Pro (Late 2025),Notebook,14.2,Retina 2560x1600,Apple M5,16GB,1TB SSD,Apple 10-Core GPU,macOS,1.55kg,268000
310,Lenovo,Legion 5 15AKP10,Gaming,15.1,OLED WQXGA 2560x1600,AMD Ryzen AI 7 350,32GB,512GB SSD,NVIDIA Geforce RTX 5070 Graphics,Windows 11,1.90kg,270000
311,Lenovo,Legion 5 15IAX10 Series 2,Gaming,15.1,WQXGA 2560x1600,Intel Core Ultra 7 255HX,32GB,512GB SSD,Nvidia RTX 5060 Graphics,Windows 11,1.90kg,274000
312,Acer,Predator Helios Neo 16S AI PHN16S-71 Series 2,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 7 255HX,16GB,1TB SSD,Nvidia RTX 5050 Graphics,Windows 11,2.30kg,285000
313,Lenovo,Yoga Book 9 13IMU9 Series 1,2 in 1 Convertible,13.3,OLED Touchscreen,Intel Core Ultra 7 155U,16GB,1TB SSD,Intel Graphics,Windows 11,1.34kg,287000
314,Apple,MacBook Air (Early 2026),Notebook,15.3,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-core GPU,macOS,1.51kg,288000
315,Apple,MacBook Air (Early 2026),Notebook,15.3,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-core GPU,macOS,1.51kg,288000
316,Apple,MacBook Air (Early 2026),Notebook,15.3,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-core GPU,macOS,1.51kg,288000
317,Apple,MacBook Air (Early 2026),Notebook,15.3,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-core GPU,macOS,1.51kg,288000
318,Asus,TUF Gaming F16 FX608JPR,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,16GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.20kg,288000
319,Lenovo,Yoga Pro 7i 14IAH10,2 in 1 Convertible,14.5,OLED,Intel Core Ultra 9 285H,32GB,1TB SSD,Intel Arc 140T Graphics,Windows 11,1.41kg,298000
320,Lenovo,Yoga Book 9 14IAH10 Series 2,2 in 1 Convertible,14,OLED WQXGA 2560x1600,Intel Core Ultra 9 285H,32GB,1TB SSD,Intel Arc 140T Graphics,Windows 11,1.39kg,299000
321,Asus,ROG Strix G16 G614PP,Gaming,16,QHD 2560x1440,AMD Ryzen 9 8940HX,16GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.20kg,310000
322,Apple,MacBook Pro (Late 2025) 24GB RAM 1TB SSD 14.2 Inch Liquid,Notebook,14.2,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-Core GPU,macOS,1.55kg,315000
323,Apple,MacBook Pro (Late 2025),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 10-Core GPU,macOS,1.55kg,315000
324,Lenovo,Yoga Slim 7i Ultra 14IPH11,2 in 1 Convertible,14,Touchscreen,Core Ultra 7,32GB,1TB SSD,Intel Graphics,Windows 11,1.39kg,315000
325,Lenovo,Legion 5 Gaming 15IRX10 14th Gen,Gaming,15.1,OLED WQXGA 2560x1600,Intel Core i9 14900HX,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,1.90kg,316500
326,Asus,ROG Strix G16 G615LM,Gaming,16,FHD 1920x1080,Intel Core Ultra 9 275HX,16GB,1TB SSD,Nvidia RTX 5060 Graphics,Windows 11,2.20kg,318000
327,Asus,TUF Gaming F16 FX608JPR,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.20kg,320000
328,Acer,Predator Helios Neo 16S AI PHN16S-71 Series 2,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 7 255HX,16GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.30kg,325000
329,MSI,Stealth 16 AI A2HWFG,Gaming,16,QHD 2560x1440,Intel Core Ultra 9 285H,32GB,1TB SSD,Nvidia RTX 5060 Graphics,Windows 11,2.10kg,333000
330,Lenovo,ThinkPad X1 Carbon Gen 13,Ultrabook,14,FHD 1920x1080,Intel Core Ultra 7 255H,32GB,1TB SSD,Intel Arc 140T Graphics,Windows 11,1.36kg,337000
331,Acer,Predator Helios Neo 16S AI PHN16S-71 Series 2,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 9 275HX,16GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.30kg,340000
332,Asus,ExpertBook B9 Ultra B9406CAA,Ultrabook,14,OLED Touchscreen WQXGA 2560x1600,Intel Core Ultra X7 358H,32GB,1TB SSD,Intel Arc B390 Graphics,Windows 11,1.40kg,340000
333,Asus,ExpertBook B9 Ultra B9406CAA,Ultrabook,14,OLED Touchscreen WQXGA 2560x1600,Intel Core Ultra X7 358H,32GB,1TB SSD,Intel Arc B390 Graphics,Windows 11,1.40kg,340000
334,Asus,ROG Strix G16 G614PP,Gaming,16,QHD 2560x1440,AMD Ryzen 9 8940HX,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.20kg,342000
335,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 16-Core GPU,macOS,1.55kg,355000
336,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,1TB SSD,Apple 16-Core GPU,macOS,1.55kg,355000
337,Acer,Predator Helios Neo 16S AI PHN16S-71,Gaming,16,WQXGA 2560x1600,Intel Core Ultra 9 275HX,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.30kg,360000
338,MSI,Stealth 16 AI A2HWGG,Gaming,16,QHD 2560x1440,Intel Core Ultra 9 285H,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.10kg,360000
339,Apple,MacBook Pro (Late 2025),Notebook,14.2,Retina 2560x1600,Apple M5,32GB,1TB SSD,Apple 10-Core GPU,macOS,1.55kg,365000
340,Apple,MacBook Pro (Late 2025),Notebook,14.2,Retina 2560x1600,Apple M5,32GB,1TB SSD,Apple 10-Core GPU,macOS,1.55kg,365000
341,Asus,ROG Strix G16 G615LP,Gaming,16,WQXGA 2560x1600,Intel Core Ultra 9 275HX,32GB,1TB SSD,Nvidia RTX 5070 Graphics,Windows 11,2.20kg,388000
342,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,2TB SSD,Apple 16-Core GPU,macOS,1.55kg,405000
343,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,2TB SSD,Apple 16-Core GPU,macOS,1.55kg,405000
344,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,2TB SSD,Apple 20-Core GPU,macOS,1.55kg,430000
345,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,24GB,2TB SSD,Apple 20-Core GPU,macOS,1.55kg,430000
346,Asus,ROG Zephyrus G14 GA403WP,Gaming,14,OLED,AMD Ryzen AI 9 HX,32GB,2TB SSD,Nvidia RTX 5070 Graphics,Windows 11,1.50kg,435000
347,Lenovo,ThinkPad X1 2-in-1 Gen 10,2 in 1 Convertible,14,Touchscreen FHD 1920x1080,Intel Core Ultra 7 265U,32GB,1TB SSD,Intel Graphics,Windows 11,1.39kg,435000
348,MSI,Vector 16 HX AI A2XWIG Series 2,Gaming,16,QHD 2560x1440,Intel Core Ultra 9 275HX,16GB,1TB SSD,Nvidia RTX 5080 Graphics,Windows 11,2.10kg,449900
349,Asus,Zenbook Duo UX8407AA,Ultrabook,14,OLED Touchscreen,Core Ultra X7 358H,32GB,1TB SSD,Intel Arc B390 Graphics,Windows 11,1.65kg,476000
350,Apple,MacBook Pro Early 2026,Notebook,14.2,3024x1964,Apple M5,48GB,1TB SSD,Apple 20-Core GPU,macOS,1.55kg,485000
351,Apple,MacBook Pro (Early 2026),Notebook,16.2,Retina 2560x1600,Apple M5,48GB,1TB SSD,Apple 20-Core GPU,macOS,2.14kg,490000
352,Asus,asus rog zephyrus g16 gu605cr series 2 intel core ultra 9,Gaming,16,2560x1600,Intel Core Ultra 9 285H,32GB,1TB SSD,NVIDIA GeForce RTX 5070 Ti 12GB,Windows 11,1.95kg,TBA
353,Apple,MacBook Pro (Early 2026),Notebook,16.2,Retina 2560x1600,Apple M5,48GB,1TB SSD,Apple 20-Core GPU,macOS,2.14kg,500000
354,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,36GB,2TB SSD,Apple 32-Core GPU,macOS,1.55kg,560000
355,Apple,MacBook Pro (Early 2026),Notebook,14.2,Retina 2560x1600,Apple M5,36GB,2TB SSD,Apple 32-Core GPU,macOS,1.55kg,560000
356,Apple,MacBook Pro (Early 2026),Notebook,16.2,Retina 2560x1600,Apple M5,36GB,2TB SSD,Apple 32-Core GPU,macOS,2.14kg,610000
357,Apple,MacBook Pro (Early 2026),Notebook,16.2,Retina 2560x1600,Apple M5,36GB,2TB SSD,Apple 32-Core GPU,macOS,2.14kg,610000
358,MSI,Raider 18 HX AI A2XWJG,Gaming,18,4K UHD,Intel Core Ultra 9 285HX,32GB,2TB SSD,Nvidia RTX 5090 Graphics,Windows 11,3.25kg,630000
359,Asus,ROG Strix SCAR 18 G835LX Series 2,Gaming,18,WQXGA 2560x1600,Intel Core Ultra 9 275HX,64GB,1TB SSD,Nvidia RTX 5090 Graphics,Windows 11,3.48kg,649990
360,Acer,Predator Helios 16 AI PH16-73 Series 2,Gaming,16,OLED WQXGA 2560x1600,Intel Core Ultra 9 275HX,32GB,2TB SSD,NVIDIA GeForce RTX 5090 Graphics,Windows 11,2.30kg,660000
361,Apple,MacBook Pro (Early 2026),Notebook,16.2,Retina 2560x1600,Apple M5,48GB,2TB SSD,Apple 40-Core GPU,macOS,2.14kg,695000
362,Walton,Prelude N41 Pro,Notebook,14,FHD 1920x1080,Intel Celeron N4120,8GB,256GB SSD,Intel UHD Graphics 600,Windows 10,1.29kg,27500
363,Walton,Prelude N50 Pro,Notebook,14,FHD 1920x1080,Intel Pentium Silver N5030,8GB,256GB SSD,Intel UHD Graphics 605,Windows 10,1.35kg,29000
364,Chuwi,CoreBook i3,Notebook,14,IPS Panel FHD 1920x1080,Intel Core i3-10100y,8GB,256GB SSD,Intel UHD Graphics 615,Windows 11,1.4kg,45000
365,Walton,Passion BX510U,Notebook,15.6,Touchscreen FHD 1920x1080,Intel Core i5-10210U,8GB,512GB SSD,Intel UHD Graphics,Windows 10,1.59kg,44990
366,Walton,TAMARIND EX3US1 Core,Notebook,14,LED FHD 1920x1080,Intel Core 3 100U,8GB,512GB SSD,Intel Graphics,Windows 11,1.32kg,61000
367,Smart,Flairedge,Notebook,15.6,FHD 1920x1080,Intel Core i5-1335U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.6kg,59500
368,Asus,Vivobook Go 15 E1504TA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel N150,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.63kg,61500
369,Asus,Vivobook Go 15 E1504TA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel N150,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.63kg,61500
370,Acer,Aspire 15 AS15-42,Notebook,15.6,IPS Panel FHD 1920x1080,Ryzen 3 7330U,8GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,63000
371,HP,15-fd0807TU,Notebook,15.6,FHD 1920x1080,Intel Core i3 13th Gen,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.59kg,65990
372,HP,15-fd0808TU,Notebook,15.6,FHD 1920x1080,Intel Core i3 13th Gen,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.59kg,65990
373,HP,15-fc0626AU,Notebook,15.6,FHD 1920x1080,AMD Ryzen 3 7320U,8GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.59kg,66500
374,HP,15-fc0623AU,Notebook,15.6,FHD 1920x1080,AMD Ryzen 3 7320U,8GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.59kg,66500
375,HP,15-fc0625AU,Notebook,15.6,FHD 1920x1080,AMD Ryzen 3 7320U,8GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.59kg,66500
376,Tecno,MEGABOOK K15S,Notebook,15.6,IPS Panel FHD 1920x1080,"AMD Ryzen 5 7430U, up to 4.3GHz)",16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.56kg,70000
377,Dell,Pro 15 Essential PV15250,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 3 100U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.90kg,70500
378,HP,15-fd0176TU,Notebook,15.6,FHD 1920x1080,Intel Core i3 13th Gen,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.59kg,71000
379,HP,15-fd0180TU,Notebook,15.6,FHD 1920x1080,Intel Core i3 13th Gen,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.59kg,71000
380,Acer,Aspire Lite AL15-53,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core i5-1334U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.59kg,71500
381,Dell,Pro 14 Essential PV14250,Notebook,14,IPS Panel FHD 1920x1080,Intel Core 3 100U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.90kg,72500
382,Lenovo,IdeaPad 1 15AMN7,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 3 7320U,16GB,512GB SSD,AMD Radeon 610M,No OS,1.58kg,72500
383,Lenovo,IdeaPad Slim 3 15ABR8,Notebook,15.6,FHD 1920x1080,AMD Ryzen 5 5625U,8GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,74000
384,Acer,Aspire 15 AS15-42-R5,Notebook,15.6,IPS Panel FHD 1920x1080,Ryzen 5 7430U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,76900
385,Acer,Aspire Lite AL15-41,Notebook,15.6,LED FHD 1920x1080,Ryzen 5 5625U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,76900
386,Acer,Aspire Lite AL15-41,Notebook,15.6,LED FHD 1920x1080,Ryzen 5 7430U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,77500
387,Asus,ExpertBook P1 P1503CVA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 3 100U,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.66kg,78000
388,HP,15-fd0812TU,Notebook,15.6,FHD 1920x1080,Intel Core i5 1334U,8GB,512GB SSD,Intel Iris X Graphics,Windows 11,1.59kg,78500
389,HP,15-fd0811TU,Notebook,15.6,FHD 1920x1080,Intel Core i5 1334U,8GB,512GB SSD,Intel Graphics,Windows 11,1.59kg,78500
390,Asus,Vivobook 15 X1504VA,Notebook,15.6,FHD 1920x1080,Intel Core 5 120U,8GB,512GB SSD,Intel Graphics,No OS,1.70kg,82000
391,Asus,Vivobook 15 X1504VA,Notebook,15.6,FHD 1920x1080,Intel Core 5 120U,8GB,512GB SSD,Intel Graphics,No OS,1.70kg,82000
392,Acer,TravelLite TL14-52M,Notebook,14,IPS Panel FHD 1920x1080,Intel Core i5-1335U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.38kg,83000
393,HP,15-fd0892TU,Notebook,15.6,FHD 1920x1080,Intel Core 5-120u,8GB,512GB SSD,Intel Iris X Graphics,No OS,1.59kg,83000
394,Lenovo,IdeaPad Slim 3 15ABR8,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 5 5625U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,84000
395,Lenovo,IdeaPad Slim 3 15ABR8,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 5 5625U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,84000
396,Acer,Aspire 15 AS15-42-R7,Notebook,15.6,IPS Panel FHD 1920x1080,Ryzen 7 7730U,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.79kg,84500
397,Lenovo,IdeaPad 1 15AMN7,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon 610M,No OS,1.58kg,81000
398,MSI,Modern A15 AI F2HMG,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 5 220,16GB,512GB SSD,AMD Radeon Graphics,No OS,1.6kg,87000
399,Lenovo,IdeaPad Slim 3 14IRH10,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core i5-13420H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.39kg,87500
400,Asus,ExpertBook B1,Notebook,15.6,FHD 1920x1080,Intel Core 5-120U,8GB,512GB SSD,Intel Iris X,No OS,1.45kg,88000
401,Lenovo,IdeaPad Slim 3 15IRH10R,Notebook,15.3,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.63kg,88500
402,Lenovo,IdeaPad Slim 3 14IRH10R,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,16GB,512GB SSD,Intel Graphics,No OS,1.39kg,88500
403,Asus,ExpertBook P1 P1503CVA,Notebook,15.6,FHD 1920x1080,Intel Core 5 210H,8GB,512GB SSD,Intel UHD Graphics,Windows 11,1.66kg,89500
404,HP,15-fd0880TU,Notebook,15.6,FHD 1920x1080,Intel Core 5-120u,16GB,512GB SSD,Intel Iris X Graphics,Windows 11,1.59kg,92000
405,Lenovo,IdeaPad Slim 3 14IRH10,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core i5-13420H,16GB,1TB SSD,Intel UHD Graphics,No OS,1.39kg,92500
406,Lenovo,IdeaPad Slim 3 15IRH10,Notebook,15.3,IPS Panel WUXGA 1920x1200,Intel Core i5-13420H,16GB,1TB SSD,Intel UHD Graphics,No OS,1.59kg,92500
407,Asus,ExpertBook B1,Notebook,14,FHD 1920x1080,Intel Core i7-13620H,8GB,512GB SSD,Intel UHD Graphics,No OS,1.40kg,TBA
408,Asus,Vivobook Go 15 L1504FA,Notebook,15.6,FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon,Windows 11,1.63kg,93000
409,Asus,Vivobook Go 15 L1504FA,Notebook,15.6,FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon,Windows 11,1.63kg,93000
410,Asus,Vivobook Go 15 L1504FA,Notebook,15.6,FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon,Windows 11,1.63kg,93000
411,Asus,Vivobook Go 14 E1404GA,Notebook,14,LED FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.38kg,93000
412,Asus,Vivobook Go 14 L1404FA,Notebook,14,LED FHD 1920x1080,AMD Ryzen 5 7520U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.38kg,93000
413,Asus,Vivobook 14 A1404VA,Notebook,14,IPS Panel FHD 1920x1080,Intel Core 5-120U,16GB,512GB SSD,Intel Graphics,Windows 11,1.40kg,93000
414,Asus,Vivobook 14 A1404VA,Notebook,14,IPS Panel FHD 1920x1080,Intel Core 5-120U,16GB,512GB SSD,Intel Graphics,Windows 11,1.40kg,93000
415,Asus,Vivobook 15 A1504VA,Notebook,15.6,FHD 1920x1080,Intel Core 5 120U,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.70kg,93000
416,Asus,Vivobook 15 A1504VA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 5-120U,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.70kg,93000
417,Asus,ExpertBook B1,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 5-120U,16GB,512GB SSD,Intel Iris X,No OS,1.45kg,93500
418,Lenovo,IdeaPad Slim 3 15ABR8,Notebook,15.6,FHD 1920x1080,AMD Ryzen 7 5825U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,90000
419,Lenovo,IdeaPad Slim 3 14ABR8,Notebook,14,FHD 1920x1080,AMD Ryzen 7 5825U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.37kg,90000
420,Lenovo,IdeaPad Slim 3 15ABR8,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 7 5825U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,90000
421,Dell,Latitude 3450,Notebook,14,Touchscreen FHD 1920x1080,Intel Core i5-1335U,8GB,512GB SSD,Intel Iris Xe Graphics,No OS,1.54kg,95000
422,Dell,Pro 14 Essential PV14250,Notebook,14,IPS Panel FHD 1920x1080,Intel Core 5 120U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.90kg,95500
423,Asus,Vivobook 15 X1504VA,Notebook,15.6,FHD 1920x1080,Intel Core i7-1355U,16GB,512GB SSD,Intel Iris X Graphics,No OS,1.70kg,96500
424,Lenovo,IdeaPad Slim 3 14IRH10R,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,16GB,512GB SSD,Intel Graphics,Windows 11,1.39kg,96500
425,Lenovo,IdeaPad Flex 5 14ABR8,2 in 1 Convertible,14,IPS Panel Touchscreen WUXGA 1920x1200,AMD Ryzen 5 5625U,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.62kg,97000
426,Apple,MacBook Neo,Notebook,13,IPS Panel Touchscreen Retina 2408x1506,Apple A18 Pro chip,8GB,256GB SSD,5‑core GPU,macOS,1.23kg,97500
427,Asus,VivoBook 14 F1407QA,Notebook,14,IPS Panel WUXGA 1920x1200,Snapdragon X X1 26 100,16GB,1TB SSD,Qualcomm Adreno GPU,Windows 11,1.49kg,98000
428,Asus,VivoBook 14 F1407QA,Notebook,14,IPS Panel WUXGA 1920x1200,Snapdragon X X1 26 100,16GB,1TB SSD,Qualcomm Adreno GPU,Windows 11,1.49kg,98000
429,MSI,Modern A15 AI F2HMG,Notebook,15.6,IPS Panel FHD 1920x1080,AMD Ryzen 7 250,16GB,512GB SSD,AMD Radeon 780M Graphics,No OS,1.6kg,98000
430,MSI,Modern A14 AI F2HMG,Notebook,14,IPS Panel FHD 1920x1080,AMD Ryzen 7 250,16GB,512GB SSD,AMD Radeon 780M Graphics,No OS,1.6kg,98000
431,Asus,Vivobook 16X K3605ZF,Notebook,16,WUXGA 1920x1200,Intel Core i5-12500H,16GB,512GB SSD,NVIDIA RTX 2050,Windows 11,1.80kg,98500
432,Lenovo,ThinkPad P14s Gen 2,Workstation,14,LED FHD 1920x1080,Intel Core i5-1135G7,8GB,512GB SSD,Intel UHD Graphics,No OS,1.39kg,99000
433,Lenovo,LOQ 15IAX9E,Gaming,15.6,FHD 1920x1080,Intel Core i5-12450HX,4GB,512GB SSD,NVIDIA GeForce RTX 2050,Windows 11,1.77kg,99000
434,Dell,Inspiron 3530,Notebook,15.6,LED FHD 1920x1080,Intel Core i7-1355U,16GB,512GB SSD,Intel Iris Xe,No OS,1.66kg,99000
435,Lenovo,IdeaPad Slim 3 14IRH10,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core i7-13620H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.39kg,99500
